"rt","url","WhichTrial","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","view_history","TrialNum","events","itemID","operation","equation_side","num1","num2","correct_form","WhichChunk"
"35890","gmath/tutorial/tutorial.html","tutrial","html","0","0","35984","0-0","","","","","","","","","",""
"2013","","instructions","instructions","0","1","38007","0-0","[{""page_index"":0,""viewing_time"":1141},{""page_index"":1,""viewing_time"":871}]","","","","","","","","",""
"563","fixation.html","fixation","html","0","2","39588","0-0.2-0","","0","","","","","","","",""
"TimeOut","","equation","single-gm-equation","0","3","47093","0-0.2-0","","0","[{""sys_time"":1441043930545,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sym_ascii"":""x"",""sym_x"":-255.046875,""sym_y"":-34.125,""sym_width"":45.01171875,""sym_height"":68.25,""sel_ascii"":""x"",""sel_x"":-255.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""touch"",""x"":-224,""y"":4,""interaction_id"":1,""wi_interaction_id"":1,""wi_subevt_id"":1},{""sys_time"":1441043930676,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sym_ascii"":""x"",""sym_x"":-255.046875,""sym_y"":-34.125,""sym_width"":45.01171875,""sym_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-255.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-224,""y"":4,""interaction_id"":1,""wi_interaction_id"":2,""wi_subevt_id"":1},{""sys_time"":1441043930676,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-255.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-192,""y"":4,""interaction_id"":1,""wi_interaction_id"":3,""wi_subevt_id"":2},{""sys_time"":1441043930683,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-236.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-165,""y"":4,""interaction_id"":1,""wi_interaction_id"":4,""wi_subevt_id"":3},{""sys_time"":1441043930700,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-209.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-134,""y"":4,""interaction_id"":1,""wi_interaction_id"":5,""wi_subevt_id"":4},{""sys_time"":1441043930717,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-178.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-106,""y"":4,""interaction_id"":1,""wi_interaction_id"":6,""wi_subevt_id"":5},{""sys_time"":1441043930735,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-150.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-88,""y"":4,""interaction_id"":1,""wi_interaction_id"":7,""wi_subevt_id"":6},{""sys_time"":1441043930751,""expr_ascii"":""x-3=2"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-132.046875,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-68,""y"":4,""interaction_id"":1,""wi_interaction_id"":8,""wi_subevt_id"":7},{""sys_time"":1441043930763,""evt_type"":""math"",""evt_subtype"":""commute terms"",""expr_ascii"":""-3+x=2"",""interaction_id"":1,""wi_interaction_id"":9,""wi_subevt_id"":1},{""sys_time"":1441043930773,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-194.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-55,""y"":4,""interaction_id"":1,""wi_interaction_id"":10,""wi_subevt_id"":8},{""sys_time"":1441043930785,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-181.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-47,""y"":4,""interaction_id"":1,""wi_interaction_id"":11,""wi_subevt_id"":9},{""sys_time"":1441043930802,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-173.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-39,""y"":4,""interaction_id"":1,""wi_interaction_id"":12,""wi_subevt_id"":10},{""sys_time"":1441043930819,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-165.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-34,""y"":4,""interaction_id"":1,""wi_interaction_id"":13,""wi_subevt_id"":11},{""sys_time"":1441043930836,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-160.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-32,""y"":4,""interaction_id"":1,""wi_interaction_id"":14,""wi_subevt_id"":12},{""sys_time"":1441043930853,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-158.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-30,""y"":4,""interaction_id"":1,""wi_interaction_id"":15,""wi_subevt_id"":13},{""sys_time"":1441043930870,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-156.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-29,""y"":4,""interaction_id"":1,""wi_interaction_id"":16,""wi_subevt_id"":14},{""sys_time"":1441043930887,""expr_ascii"":""-3+x=2"",""expr_x"":-297.08203125,""expr_y"":-34.125,""expr_width"":357.5703125,""expr_height"":68.25,""sel_ascii"":""+x"",""sel_x"":-155.55859375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-28,""y"":4,""interaction_id"":1,""wi_interaction_id"":17,""wi_subevt_id"":15},{""sys_time"":1441043930993,""evt_type"":""mouse"",""evt_subtype"":""release"",""x"":-28,""y"":4,""expr_ascii"":""-3+x=2"",""interaction_id"":1,""wi_interaction_id"":18,""wi_subevt_id"":1}]","101","-","left","3","2","x=5",""
"13675","fixation.html","fixation","html","0","4","61775","0-0.3-0","","1","","","","","","","",""
"3542","","equation","single-gm-equation","0","5","65326","0-0.3-0","","1","[{""sys_time"":1441043952297,""expr_ascii"":""x+4=4"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sym_ascii"":""4"",""sym_x"":-140.0234375,""sym_y"":-34.125,""sym_width"":45.01171875,""sym_height"":68.25,""sel_ascii"":""4"",""sel_x"":-140.0234375,""sel_y"":-34.125,""sel_width"":45.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""touch"",""x"":-125,""y"":24,""interaction_id"":1,""wi_interaction_id"":1,""wi_subevt_id"":1},{""sys_time"":1441043952399,""expr_ascii"":""x+4=4"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sym_ascii"":""4"",""sym_x"":-140.0234375,""sym_y"":-34.125,""sym_width"":45.01171875,""sym_height"":68.25,""sel_ascii"":""+4"",""sel_x"":-210.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-125,""y"":24,""interaction_id"":1,""wi_interaction_id"":2,""wi_subevt_id"":1},{""sys_time"":1441043952400,""expr_ascii"":""x+4=4"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+4"",""sel_x"":-210.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-81,""y"":24,""interaction_id"":1,""wi_interaction_id"":3,""wi_subevt_id"":2},{""sys_time"":1441043952412,""expr_ascii"":""x+4=4"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+4"",""sel_x"":-187.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":-39,""y"":24,""interaction_id"":1,""wi_interaction_id"":4,""wi_subevt_id"":3},{""sys_time"":1441043952430,""expr_ascii"":""x+4=4"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+4"",""sel_x"":-145.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":5,""y"":24,""interaction_id"":1,""wi_interaction_id"":5,""wi_subevt_id"":4},{""sys_time"":1441043952447,""expr_ascii"":""x+4=4"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+4"",""sel_x"":-101.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":38,""y"":24,""interaction_id"":1,""wi_interaction_id"":6,""wi_subevt_id"":5},{""sys_time"":1441043952464,""expr_ascii"":""x+4=4"",""expr_x"":-255.046875,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""+4"",""sel_x"":-68.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":81,""y"":24,""interaction_id"":1,""wi_interaction_id"":7,""wi_subevt_id"":6},{""sys_time"":1441043952475,""evt_type"":""math"",""evt_subtype"":""invert terms across equation"",""expr_ascii"":""x=4-4"",""interaction_id"":1,""wi_interaction_id"":8,""wi_subevt_id"":1},{""sys_time"":1441043952485,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":-25.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":106,""y"":24,""interaction_id"":1,""wi_interaction_id"":9,""wi_subevt_id"":7},{""sys_time"":1441043952498,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":-0.03515625,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":131,""y"":24,""interaction_id"":1,""wi_interaction_id"":10,""wi_subevt_id"":8},{""sys_time"":1441043952515,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":24.96484375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":142,""y"":24,""interaction_id"":1,""wi_interaction_id"":11,""wi_subevt_id"":9},{""sys_time"":1441043952532,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":35.96484375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":153,""y"":24,""interaction_id"":1,""wi_interaction_id"":12,""wi_subevt_id"":10},{""sys_time"":1441043952549,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":46.96484375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":159,""y"":24,""interaction_id"":1,""wi_interaction_id"":13,""wi_subevt_id"":11},{""sys_time"":1441043952569,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":52.96484375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":163,""y"":24,""interaction_id"":1,""wi_interaction_id"":14,""wi_subevt_id"":12},{""sys_time"":1441043952585,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":56.96484375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":165,""y"":24,""interaction_id"":1,""wi_interaction_id"":15,""wi_subevt_id"":13},{""sys_time"":1441043952602,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":58.96484375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":167,""y"":24,""interaction_id"":1,""wi_interaction_id"":16,""wi_subevt_id"":14},{""sys_time"":1441043952625,""expr_ascii"":""x=4-4"",""expr_x"":-210.0703125,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sel_ascii"":""-4"",""sel_x"":60.96484375,""sel_y"":-34.125,""sel_width"":115.0234375,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""drag"",""x"":167,""y"":24,""interaction_id"":1,""wi_interaction_id"":17,""wi_subevt_id"":15},{""sys_time"":1441043952658,""evt_type"":""mouse"",""evt_subtype"":""release"",""x"":167,""y"":24,""expr_ascii"":""x=4-4"",""interaction_id"":1,""wi_interaction_id"":18,""wi_subevt_id"":1},{""sys_time"":1441043955117,""expr_ascii"":""x=4-4"",""expr_x"":-140.0234375,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sym_ascii"":""-"",""sym_x"":45.01171875,""sym_y"":-34.125,""sym_width"":70.01171875,""sym_height"":68.25,""sel_ascii"":""-"",""sel_x"":45.01171875,""sel_y"":-34.125,""sel_width"":70.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""touch"",""x"":81,""y"":7,""interaction_id"":2,""wi_interaction_id"":1,""wi_subevt_id"":1},{""sys_time"":1441043955123,""evt_type"":""mouse"",""evt_subtype"":""release"",""x"":81,""y"":7,""expr_ascii"":""x=4-4"",""interaction_id"":2,""wi_interaction_id"":2,""wi_subevt_id"":1},{""sys_time"":1441043955123,""expr_ascii"":""x=4-4"",""expr_x"":-140.0234375,""expr_y"":-34.125,""expr_width"":300.05859375,""expr_height"":68.25,""sym_ascii"":""-"",""sym_x"":45.01171875,""sym_y"":-34.125,""sym_width"":70.01171875,""sym_height"":68.25,""sel_ascii"":""-"",""sel_x"":45.01171875,""sel_y"":-34.125,""sel_width"":70.01171875,""sel_height"":68.25,""evt_type"":""mouse"",""evt_subtype"":""tap"",""x"":81,""y"":7,""interaction_id"":2,""wi_interaction_id"":3,""wi_subevt_id"":1},{""sys_time"":1441043955132,""evt_type"":""math"",""evt_subtype"":""add or subtract numbers"",""expr_ascii"":""x=0"",""interaction_id"":2,""wi_interaction_id"":4,""wi_subevt_id"":1}]","31","+","left","4","4","x=0",""
"1127","","instructions","instructions","0","6","67205","0-0","[{""page_index"":0,""viewing_time"":1126}]","","","","","","","","",""
"878","fixation.html","fixation","html","0","7","69090","0-0.5-0","","0","","","","","","","",""
